dc.coverage.spatial,dc.date.issued,dc.description.abstract,dc.source,dc.subject,dc.title,dc.type,local.coverage.era,local.description.lineage,local.equipment,local.rights.access,local.rights.aitrainable
Location,Date Created,Description,KANA,Theme::Sub Theme::600||Theme::Sub Theme::Sub Theme::600,Title,Type,Era,Providence,Equipment ID,Access ,AI Tranable
